id,qid1,qid2,sentence1,sentence2,is_duplicate
1469,2925,2926,a black and white photo of cows in their stalls.,A black and white photo of cattle at a trough.,0
1470,2927,2928,Double decker bus with the London Eye ferris wheel in background.,"a brown double decker tour bus on a street with a ferriswheel behind it.""",0
1471,2929,2930,A yellow and black bird eats from a bird feeder.,A flock of birds flying over a body of water.,0
1472,2931,2932,A man stands in front of a train.,A man stands on a platform in front of a silver train.,1
1473,2933,2934,A small plane parked at an airfield with a cloudy sky overhead.,A small white plane parked in an airport on a cloudy day.,1
1474,2935,2936,A boat is on the water near a small plane.,A boat is in the water and a small airplane is on the dock.,1
1475,2937,2938,A man riding a white horse in an arena.,A domestic animal stands in a pen.,0
1476,2939,2940,A Macintosh computer sitting on the floor.,a computer on the floor.,0
1477,2941,2942,A black and white cat is sitting on a brown chair looking up.,A dog sitting on a yellow chair next to a green dumpster.,0
1478,2943,2944,sheep standing in afield.,A large dog stands next to a sheep in a field.,0
1479,2945,2946,Group of elderly people sitting around a table.,A group of elderly people pose around a dining table.,1
1480,2947,2948,Three women with brown hair are smiling.,Three women in Indian dresses in a crowded room smiling.,1
1481,2949,2950,A black and white photo of an empty train station.,A black and white photo of a cat sitting on a sofa.,0
1482,2951,2952,dogs in a fenced kennel look ahead.,Two girls on a guy posing on the bow a boat.,0
1483,2953,2954,A black and white cow looking through the fence.,A black and white cat laying on the ground in the sun.,0
1484,2955,2956,Several people on motorcycles in a market square.,People ride mopeds in an urban setting.,0
1485,2957,2958,A close-up of a sheep in the grass.,A close-up of a lamb with its ear tagged,0
1486,2959,2960,cat laying on back of cat litter.,Tan domestic cat under black tarp.,0
1487,2961,2962,Two green birds fly towards a wooden telephone pole.,Two green birds flying above the telephone wires.,1
1488,2963,2964,person sitting on a motorcycle while a man stands by.,A man stands next to a helmeted man on a motorcycle in an emptyparking lo,1
1489,2965,2966,Three cows grazing in a field.,Two cows graze in a field.,0
1490,2967,2968,A blue bird perched on a gloved hand.,A bird is perched on a person's gloved hand.,1
1491,2969,2970,baby holds a ketchup packet.,A baby in a highchair holds a ketchup packet.,1
1492,2971,2972,A close-up view of a horse's head.,A close-up of a brown horse's head.,1
1493,2973,2974,train is at a train station.,a train in a station.,1
1494,2975,2976,A dark brown horse standing in a field.,Horse standing in a field.,1
1495,2977,2978,A small cat laying on a wooden beam looking up at the camera.,"The small dog is wearing a sweater and looking up at thecamera.""",0
1496,2979,2980,The black bird is sitting on the ground.,The bird is sitting on the branch.,1
1497,2981,2982,small brown birds is eating from a bird feeder hanging from a tree.,A small red and grey bird perched in a tree.,0
1498,2983,2984,A pair of dogs playing with a purple ball.,Two dogs play with purple football.,1
1499,2985,2986,a bird lands in the water.,a boat floats in the water.,0
1500,2987,2988,Three children stand on or near a fence.,The three children are standing on and by a fence.,1
1501,2989,2990,A black dog emerges from the water with a white ball in its mouth.,"a black dog walking out of the water with a white ball inhis mouth.""",1
1502,2991,2992,"A girl in a purple shirt and pink headband posing	A young girl wearing a hat and blue jeans is on a swing.","A girl in a purple shirt and pink headband posing	A young girl wearing a",1
1503,2993,2994,"A brown dog digging a hole in front of a plant	A group of people walking on the side of a railroad track.","A brown dog digging a hole in front of a plant	A group of people walking",1
1504,2995,2996,The brown and white dog swims in a swimming pool.,A brown and white dog swims in a backyard swimming pool.,1
1505,2997,2998,A boy in a red sled is riding down the hill.,A multicolour dog in a red collar crouching on the grass.,0
1506,2999,3000,A black and brown dog runs through the woods.,A dog running through the woods.,1
1507,3001,3002,The two dogs are running on the grass.,Two dogs are playing in the grass.,1
1508,3003,3004,A young girl holds up a peace sign.,A little girl holds onto a pole on a city street.,0
1509,3005,3006,A man is hanging by a line off a cliff above water.,Man sitting by himself on a pier with a bottle of water.,0
1510,3007,3008,A man crouching and holding a camera.,The crouching man is holding a large camera.,1
1511,3009,3010,Man riding a bicycle down a narrow path.,A man riding a unicycle down a paved road,0
1512,3011,3012,A man wearing an orange coat speaks to another as they walk in the snow.,"A man and woman dressedin old fashion clothing sitoutside at a table.""",0
1513,3013,3014,A dog is jumping up in the air to catch a toy.,A black dog jumps in the air to catch a toy.,1
1514,3015,3016,A brown dog laying on a blue cover.,A person is diving into clear blue water.,0
1515,3017,3018,The two boys play in the field.,The two people have their heads covered with scarves.,0
1516,3019,3020,The two dogs are running through the grass.,Three dogs run in the snow.,0
1517,3021,3022,A boy with a broken arm is resting in a bed.,A boy with a broken arm is sleeping.,1
1518,3023,3024,"boy doing tricks on a skateboard	A boy does a trick on a skateboard.","boy doing tricks on a skateboard	A boy does a trick on a skateboard.",1
1519,3025,3026,Three dogs playing in the snow.,Three dogs are playing in the water.,1
1520,3027,3028,A little girl with a ribbon in her hair is picking her nose.,"A little girl in a purple shirt and helmet is riding on ascooter.""",0
1521,3029,3030,A young girl going down a tube slide.,A young girl swinging off a tire swing,0
1522,3031,3032,Many people are in the bicycle racing,Many people are in the bicycle racing,1
1523,3033,3034,A group of people are wearing bunny ears.,A group of people ride in a race,0
1524,3035,3036,"A dog in a """"superman"""" shirt sleeps on a blanket.",A brown dog in a Superman shirt is laying on a blue blanket.,1
1525,3037,3038,The white and brown dog runs across the grass.,A brown and white dog runs across the grass.,1
1526,3039,3040,A brown dog is resting its paws on a laptop keyboard.,A dog sits with its paws on a laptop computer.,1
1527,3041,3042,A young girl with glasses sits and holds two American flags.,"A girl in glasses is looking over two American flags near awooded area.""",1
1528,3043,3044,A small white and brown dog is jumping over a horizontal pole.,a brown and white dog jumping over a red and yellow pole,0
1529,3045,3046,Two dogs are running through a grassy area.,Two dogs running through a grassy field.,1
1530,3047,3048,A man is swinging on a rope above the water.,A man in warm clothes swinging on monkey bars at night.,0
1531,3049,3050,Two Asian men and Asian woman sit in black massage chairs.,Two Asian men and a woman are relaxing in massage chairs.,1
1532,3051,3052,A girl playing is a pile of colorful balls.,A little girl plays in a pit of colorful balls.,1
1533,3053,3054,An older man is standing outside in front of a truck.,A woman dressed in green is roller skating outside at an event.,0
1534,3055,3056,Smiling man with reflective classes.,A gentleman smiling and showing his reflective sunglasses.,0
1535,3057,3058,"five people standing on a sidewalk	Five people on a sidewalk.","five people standing on a sidewalk	Five people on a sidewalk.",1
1536,3059,3060,The white dog runs across the snow.,A white bear walks along snow-covered ground and casts a shadow on the sn,0
1537,3061,3062,A young boy in a brown jacket playing with snow.,Two dogs are playing in the snow.,0
1538,3063,3064,A man picking up a big rock.,A woman picking up a large rock.,0
1539,3065,3066,A white and brown dog is running over grass.,A brown and white dog is running across the grass.,0
1540,3067,3068,Man is carrying a tool box down the sidewalk.,A woman is riding a blue bicycle in a park.,0
1541,3069,3070,"A man wearing a t-shirt that says """"Gigolo"""" stands at the counter talking to someone.with his back to the camera.""","A man wearing a shirt that says""""Gigolo"""" is standing at a front desk are",1
1542,3071,3072,A tent and a campsite in a sunlit forest.,A white dog on a beach is carrying a stick in its mouth.,0
1543,3073,3074,Two large dogs running in some grass.,Two brindle dogs running in the grass.,1
1544,3075,3076,A dog swimming with a stick in it's mouth.,A dog running with a stick in it's mouth.,0
1545,3077,3078,A man playing fetch with two brown dogs.,A woman plays with a brown dog.,0
1546,3079,3080,a dog is running across the sand with a stick in it's mouth.,A dog is running through a creek with a stick in its mouth.,1
1547,3081,3082,A man is standing in water near a waterfall.,A man wades in the water and watches a water fall.,1
1548,3083,3084,A tan dog jumps up to catch a tennis ball.,A red dog jumps an catches a tennis ball in its mouth.,1
1549,3085,3086,The man is jumping into the water.,The man is up in the air.,0
1550,3087,3088,A woman in a black shirt stands in front of bananas at a fruit stand.,"a woman wearing black stands in front of a pickuptruck.""",0
1551,3089,3090,A child is jumping into a swimming pool.,A dog jumping into a swimming pool.,0
1552,3091,3092,A little boy jumping from one chair to another.,A young boy jumping from one chair to another in his house,1
